data_id,reporting_date,metric_id,value,currency,entity_id
21467,31-12-2023,2,-289.07,INR,E145
21468,30-09-2024,2,-80.06,INR,E136
21469,30-11-2023,3,864435.15,INR,E117
21470,31-01-2023,4,1.9272,x,E146
21471,31-01-2023,3,512417.2,INR,E141
21472,31-12-2023,1,1263.92,INR,E129
21473,31-10-2024,3,824318.68,INR,E122
21474,28-02-2023,5,124.2973,%,E132
21475,29-02-2024,4,2.0519,x,E120
21476,31-03-2024,5,115.1352,%,E134
21477,30-04-2023,3,659162.61,INR,E115
21478,31-10-2024,5,110.1338,%,E116
21479,30-06-2023,1,1083.94,INR,E130
21480,28-02-2023,4,1.773,x,E132
21481,31-01-2025,5,113.9822,%,E116
21482,31-12-2023,2,-181.23,INR,E139
21483,30-06-2024,3,543673.99,INR,E112
21484,30-06-2025,2,130.64,INR,E117
21485,31-05-2023,3,947310.13,INR,E119
21486,30-06-2024,5,123.7354,%,E108
21487,30-04-2025,4,2.118,x,E101
21488,31-05-2025,2,-268.34,INR,E124
21489,31-10-2023,2,144.52,INR,E107
21490,29-02-2024,4,1.6101,x,E145
21491,31-10-2023,3,834874.06,INR,E127
21492,28-02-2025,1,4117.46,INR,E117
21493,30-04-2023,1,3903.46,INR,E142
21494,30-09-2024,5,124.0377,%,E107
21495,30-09-2024,1,3952.59,INR,E107
21496,31-10-2024,3,846604.89,INR,E150
21497,30-04-2025,4,1.7617,x,E115
21498,30-09-2024,5,123.4954,%,E143
21499,30-09-2024,1,1718.18,INR,E111
21500,31-05-2024,5,123.0979,%,E142
21501,28-02-2025,2,-112.4,INR,E121
21502,30-09-2023,5,107.6033,%,E119
21503,31-05-2025,5,121.5337,%,E146
21504,31-10-2024,1,1009.98,INR,E107
21505,31-03-2024,2,199.25,INR,E131
21506,31-05-2023,1,2049.25,INR,E129
21507,30-11-2024,4,2.3847,x,E107
21508,31-01-2024,3,845739.59,INR,E142
21509,30-11-2023,5,118.3237,%,E113
21510,31-01-2023,5,112.3064,%,E138
21511,31-10-2024,1,1237.61,INR,E129
21512,30-09-2023,3,915036.55,INR,E132
21513,30-06-2025,5,108.4181,%,E117
21514,30-06-2025,1,2489.03,INR,E134
21515,31-10-2024,1,3401.42,INR,E113
21516,28-02-2025,1,2929.01,INR,E149
21517,31-08-2024,5,108.9732,%,E147
21518,30-06-2023,2,-215.63,INR,E137
21519,30-04-2025,1,1492.99,INR,E126
21520,31-03-2025,3,931503.94,INR,E107
21521,31-08-2024,5,105.6312,%,E149
21522,30-11-2023,4,2.477,x,E136
21523,28-02-2023,3,599264.35,INR,E110
21524,31-08-2023,5,107.2064,%,E130
21525,30-09-2023,4,2.077,x,E121
21526,31-03-2025,2,-252.01,INR,E127
21527,30-06-2024,3,801226.63,INR,E129
21528,31-05-2024,2,210.38,INR,E101
21529,31-08-2023,2,-271.26,INR,E136
21530,30-11-2023,4,2.2999,x,E127
21531,29-02-2024,2,-63.31,INR,E103
21532,30-06-2024,1,1637.96,INR,E101
21533,31-07-2024,3,588048.24,INR,E135
21534,31-10-2024,1,4675.06,INR,E108
21535,31-01-2025,5,107.2121,%,E136
21536,31-01-2023,5,122.3357,%,E101
21537,31-01-2023,2,26.55,INR,E101
21538,30-06-2025,3,519528.09,INR,E113
21539,30-06-2024,4,1.9645,x,E110
21540,31-01-2024,5,121.349,%,E134
21541,30-09-2024,4,2.2262,x,E111
21542,28-02-2023,2,-6.73,INR,E149
21543,31-01-2023,2,216.03,INR,E130
21544,28-02-2023,1,1481.46,INR,E135
21545,31-05-2025,1,4639.76,INR,E149
21546,31-07-2024,4,2.3464,x,E148
21547,30-06-2023,2,124.97,INR,E114
21548,31-03-2024,5,121.3578,%,E125
21549,30-06-2023,4,2.0438,x,E108
21550,30-09-2023,3,837581.21,INR,E105
21551,30-04-2025,3,780299.04,INR,E145
21552,31-07-2024,1,2421.71,INR,E136
21553,31-03-2024,1,3275.44,INR,E101
21554,31-03-2024,2,-145.52,INR,E147
21555,31-08-2024,2,-35.83,INR,E143
21556,31-03-2025,2,-131.53,INR,E145
21557,31-10-2023,5,107.4578,%,E110
21558,29-02-2024,5,111.4372,%,E114
21559,30-06-2024,3,925993.61,INR,E150
21560,31-10-2023,2,-71.35,INR,E138
21561,30-11-2024,2,148.8,INR,E125
21562,30-06-2024,2,-194.88,INR,E138
21563,30-04-2024,5,113.4884,%,E142
21564,31-08-2024,3,557428.03,INR,E121
21565,31-08-2024,3,569310.53,INR,E106
21566,31-08-2024,1,3469.75,INR,E110
21567,31-08-2023,2,64.49,INR,E124
21568,30-04-2025,3,606685.95,INR,E134
21569,31-12-2023,5,114.4885,%,E130
21570,31-05-2025,2,217.98,INR,E133
21571,30-09-2023,2,-195.48,INR,E126
21572,30-09-2024,2,-288.47,INR,E134
21573,30-04-2023,5,118.0399,%,E128
21574,31-10-2024,1,1213.99,INR,E139
21575,31-12-2023,1,4919.76,INR,E121
21576,30-04-2024,5,117.1924,%,E124
21577,31-01-2023,2,-17.76,INR,E145
21578,31-07-2024,2,-42,INR,E127
21579,30-09-2023,1,3292.28,INR,E147
21580,31-08-2024,5,106.8125,%,E143
21581,28-02-2025,1,4720.08,INR,E144
21582,31-10-2023,5,117.5128,%,E105
21583,31-03-2024,4,1.684,x,E137
21584,30-09-2024,3,781290.53,INR,E143
21585,30-09-2024,2,-220.05,INR,E103
21586,31-03-2024,2,-289.47,INR,E139
21587,31-08-2024,5,117.6103,%,E144
21588,30-09-2023,1,3593.93,INR,E122
21589,30-06-2025,3,791848.29,INR,E135
21590,28-02-2025,1,1733.93,INR,E105
21591,31-08-2024,5,117.0686,%,E108
21592,30-09-2024,4,1.5565,x,E111
21593,30-09-2023,5,117.1848,%,E122
21594,31-10-2023,5,116.0803,%,E135
21595,30-09-2023,4,2.1553,x,E138
21596,28-02-2023,3,947737.8,INR,E103
21597,30-04-2025,5,122.0072,%,E112
21598,30-06-2023,4,2.4807,x,E136
21599,31-01-2024,5,124.5248,%,E123
21600,31-03-2025,5,120.4464,%,E102
21601,31-10-2024,4,2.4564,x,E112
21602,31-03-2025,1,4469.14,INR,E104
21603,30-09-2024,5,119.5516,%,E143
21604,31-12-2023,1,1301.54,INR,E130
21605,31-03-2023,1,1196.2,INR,E137
21606,31-10-2023,4,2.3376,x,E114
21607,31-03-2024,3,744827.93,INR,E121
21608,31-10-2024,2,188.76,INR,E140
21609,30-11-2023,2,-112.25,INR,E123
21610,30-04-2025,3,698824.93,INR,E141
21611,31-05-2024,4,2.2002,x,E102
21612,30-09-2023,5,123.3065,%,E128
21613,31-12-2024,5,106.7552,%,E101
21614,30-04-2023,1,4445.91,INR,E122
21615,30-04-2023,5,120.8603,%,E109
21616,31-01-2024,2,-110.68,INR,E110
21617,30-11-2024,3,677608.31,INR,E112
21618,31-08-2024,3,523230.74,INR,E142
21619,28-02-2025,3,507870.31,INR,E131
21620,31-01-2023,1,2908.02,INR,E109
21621,30-04-2023,3,547769.82,INR,E137
21622,31-01-2024,1,1776.01,INR,E142
21623,31-05-2025,4,2.3468,x,E109
21624,30-11-2024,3,785514.2,INR,E118
21625,28-02-2023,4,2.1336,x,E140
21626,28-02-2025,3,593739.67,INR,E131
21627,31-05-2025,4,2.3287,x,E111
21628,30-06-2024,3,933989.89,INR,E131
21629,31-10-2023,4,2.0233,x,E130
21630,31-08-2023,4,2.4126,x,E104
21631,31-07-2023,5,121.8966,%,E122
21632,31-05-2023,4,2.2313,x,E143
21633,31-08-2024,5,119.6815,%,E102
21634,30-04-2023,5,107.1079,%,E144
21635,28-02-2023,1,2083.34,INR,E146
21636,31-08-2023,4,1.5668,x,E118
21637,31-10-2023,4,1.5087,x,E141
21638,31-05-2024,1,1633.24,INR,E101
21639,31-05-2025,3,940243.59,INR,E150
21640,28-02-2023,2,-156.08,INR,E144
21641,30-06-2023,2,282.09,INR,E113
21642,30-11-2023,1,3389.16,INR,E150
21643,30-04-2024,5,109.7452,%,E123
21644,31-08-2023,4,1.9971,x,E114
21645,30-06-2024,4,1.7191,x,E150
21646,30-06-2025,2,290.38,INR,E133
21647,31-01-2024,4,2.3473,x,E123
21648,31-12-2023,4,1.5262,x,E147
21649,31-12-2023,3,973888.02,INR,E109
21650,31-05-2024,3,860532.55,INR,E127
21651,30-11-2023,5,106.6476,%,E125
21652,31-12-2023,5,118.4128,%,E102
21653,31-01-2025,4,2.1469,x,E125
21654,31-05-2024,3,609394.37,INR,E131
21655,30-06-2023,5,120.1689,%,E143
21656,31-10-2023,4,1.5871,x,E133
21657,30-04-2023,4,1.9894,x,E115
21658,28-02-2023,1,1039.69,INR,E104
21659,30-11-2023,2,281.24,INR,E123
21660,31-01-2024,3,875781.82,INR,E142
21661,30-11-2023,3,579426.04,INR,E116
21662,31-10-2023,2,-95,INR,E129
21663,31-05-2024,5,108.2112,%,E123
21664,31-07-2024,2,159.97,INR,E117
21665,31-10-2023,5,106.1779,%,E119
21666,31-01-2023,4,2.3404,x,E119
21667,30-11-2024,1,4768.79,INR,E145
21668,31-12-2023,3,838313.97,INR,E103
21669,31-10-2024,3,606482.73,INR,E148
21670,31-07-2023,4,1.8601,x,E149
21671,30-04-2024,2,-13.66,INR,E103
21672,31-08-2024,4,2.1046,x,E122
21673,30-04-2025,1,3674.65,INR,E105
21674,30-04-2023,5,116.0843,%,E138
21675,30-09-2024,4,1.8513,x,E108
21676,30-06-2024,2,234.55,INR,E142
21677,30-04-2025,4,1.5814,x,E124
21678,31-12-2023,5,114.3251,%,E121
21679,30-09-2023,5,120.5113,%,E111
21680,31-07-2024,2,-263.48,INR,E134
21681,31-10-2024,1,3821.34,INR,E113
21682,31-05-2025,2,191.83,INR,E142
21683,31-10-2023,2,96.5,INR,E105
21684,31-10-2024,5,105.2587,%,E140
21685,30-04-2025,4,1.6801,x,E130
21686,31-03-2023,1,2368.45,INR,E134
21687,30-04-2025,1,1934.76,INR,E107
21688,31-03-2024,4,2.4627,x,E145
21689,31-10-2023,4,2.1516,x,E113
21690,28-02-2023,4,1.797,x,E117
21691,31-08-2024,5,123.5939,%,E101
21692,31-05-2024,5,119.8119,%,E122
21693,31-05-2023,5,110.6921,%,E129
21694,30-09-2023,1,2515.53,INR,E115
21695,31-07-2024,4,1.6994,x,E150
21696,30-04-2024,3,985537,INR,E117
21697,31-07-2023,5,115.3459,%,E141
21698,31-01-2025,3,948028.34,INR,E131
21699,30-11-2024,4,1.8465,x,E134
21700,31-07-2024,5,122.2168,%,E114
21701,29-02-2024,5,106.0777,%,E106
21702,30-09-2024,4,2.4821,x,E148
21703,30-11-2024,1,4648.14,INR,E134
21704,28-02-2025,4,1.8632,x,E130
21705,31-10-2023,4,2.2747,x,E147
21706,31-05-2024,3,876128.96,INR,E144
21707,30-06-2024,1,4605.02,INR,E119
21708,31-03-2023,2,-115.65,INR,E140
21709,30-09-2024,4,1.9655,x,E121
21710,31-12-2024,2,219,INR,E105
21711,31-03-2025,4,2.2786,x,E137
21712,30-09-2024,1,2573.87,INR,E102
21713,31-07-2023,3,922862.62,INR,E143
21714,31-05-2023,1,1187.82,INR,E127
21715,31-12-2023,1,4128.19,INR,E121
21716,31-10-2023,4,1.7068,x,E104
21717,30-06-2025,2,-128.33,INR,E141
21718,31-01-2025,5,114.8643,%,E120
21719,31-08-2024,3,724867.25,INR,E124
21720,31-01-2025,5,115.4114,%,E129
21721,31-07-2024,4,2.0448,x,E121
21722,31-07-2024,3,665763.85,INR,E107
21723,29-02-2024,2,-194.86,INR,E134
21724,31-08-2023,1,4073.92,INR,E103
21725,31-05-2024,4,1.9,x,E116
21726,30-04-2025,4,2.0058,x,E114
21727,28-02-2025,1,3578.79,INR,E134
21728,31-12-2023,2,245.78,INR,E138
21729,30-04-2023,3,853776.42,INR,E111
21730,31-01-2025,2,-272.72,INR,E148
21731,30-11-2023,3,919280.18,INR,E138
21732,31-07-2023,2,293.61,INR,E112
21733,30-11-2024,3,736242.51,INR,E134
21734,31-12-2024,1,4878.36,INR,E112
21735,31-12-2023,3,773664.37,INR,E121
21736,31-03-2023,4,1.9596,x,E107
21737,30-06-2023,4,1.8314,x,E145
21738,30-09-2023,4,2.1576,x,E150
21739,30-11-2023,2,-162.11,INR,E107
21740,31-08-2024,3,552467.11,INR,E109
21741,31-03-2025,5,105.5447,%,E127
21742,31-05-2023,2,-124.57,INR,E132
21743,31-05-2023,1,2583.08,INR,E114
21744,31-03-2024,1,3208.31,INR,E117
21745,31-05-2023,1,2171,INR,E134
21746,28-02-2023,1,4936.24,INR,E125
21747,31-01-2025,1,2166.98,INR,E141
21748,31-01-2024,4,1.941,x,E115
21749,30-09-2023,3,551638.08,INR,E114
21750,30-09-2023,2,-143.62,INR,E144
21751,31-01-2023,4,1.5483,x,E112
21752,31-07-2023,4,2.0595,x,E116
21753,31-01-2024,3,875532.34,INR,E118
21754,30-11-2024,1,1782.84,INR,E126
21755,31-07-2024,2,-79.25,INR,E136
21756,28-02-2023,4,1.5166,x,E111
21757,31-05-2023,3,919761.03,INR,E107
21758,31-12-2024,3,889981.76,INR,E147
21759,30-09-2023,1,1253.02,INR,E144
21760,31-12-2023,2,-81.08,INR,E107
21761,31-05-2023,4,2.4553,x,E142
21762,31-10-2024,2,-64.78,INR,E125
21763,31-12-2023,5,115.5242,%,E103
21764,31-12-2024,3,677621.43,INR,E148
21765,30-06-2024,3,798065.69,INR,E124
21766,31-01-2024,2,286.89,INR,E104
21767,31-03-2025,2,298.5,INR,E147
21768,30-11-2023,2,164.83,INR,E119
21769,31-05-2023,4,1.9043,x,E111
21770,28-02-2023,3,747216.1,INR,E121
21771,28-02-2025,3,678365.66,INR,E116
21772,31-01-2025,1,4942.3,INR,E126
21773,30-04-2023,1,3831.04,INR,E115
21774,31-01-2023,5,113.9786,%,E101
21775,31-12-2023,3,506057.64,INR,E142
21776,30-06-2025,5,115.4097,%,E139
21777,30-04-2024,2,290.36,INR,E124
21778,31-07-2023,2,13.84,INR,E118
21779,31-05-2024,1,1729.71,INR,E132
21780,31-01-2025,1,1088.37,INR,E124
21781,30-06-2024,4,1.8547,x,E143
21782,31-08-2023,2,250.94,INR,E122
21783,31-12-2023,3,998277.05,INR,E126
21784,31-05-2024,2,267.22,INR,E124
21785,30-06-2024,5,119.5884,%,E105
21786,31-01-2025,5,116.1629,%,E110
21787,30-09-2023,5,116.8137,%,E114
21788,31-07-2024,5,115.7798,%,E150
21789,31-10-2023,4,2.207,x,E134
21790,31-07-2024,4,1.9189,x,E136
21791,28-02-2023,1,3676.82,INR,E123
21792,30-04-2024,3,560806.06,INR,E146
21793,31-03-2025,2,-140.58,INR,E113
21794,31-01-2023,5,121.7201,%,E130
21795,31-12-2024,5,123.075,%,E109
21796,30-09-2024,4,2.039,x,E125
21797,31-07-2024,1,1126.54,INR,E144
21798,31-01-2023,3,963486.79,INR,E120
21799,31-03-2024,3,851032.13,INR,E124
21800,30-04-2023,1,2656.11,INR,E130
21801,31-01-2023,3,799189.47,INR,E122
21802,31-10-2024,4,1.9298,x,E126
21803,28-02-2025,3,732669.61,INR,E121
21804,31-08-2024,5,122.7362,%,E149
21805,30-09-2024,5,108.2217,%,E148
21806,30-09-2024,1,1414.68,INR,E126
21807,30-06-2024,3,501364.37,INR,E126
21808,30-04-2024,5,111.28,%,E148
21809,30-06-2023,2,-211.55,INR,E113
21810,31-10-2023,2,-168.01,INR,E112
21811,30-09-2023,1,1044.96,INR,E116
21812,28-02-2023,1,1908.78,INR,E126
21813,30-11-2024,2,-100.37,INR,E105
21814,30-04-2023,5,105.6313,%,E103
21815,30-04-2025,4,2.1079,x,E137
21816,31-03-2025,4,2.0688,x,E107
21817,31-01-2024,2,-241.78,INR,E149
21818,30-11-2023,2,57.01,INR,E138
21819,31-01-2025,1,4994.62,INR,E143
21820,30-04-2025,1,4777.88,INR,E120
21821,31-03-2025,2,-298.4,INR,E104
21822,30-06-2024,2,177.23,INR,E126
21823,31-05-2023,1,2414.42,INR,E110
21824,30-06-2023,2,-261.81,INR,E136
21825,31-10-2024,4,1.796,x,E149
21826,30-09-2023,1,2286.95,INR,E101
21827,30-09-2024,2,13.95,INR,E119
21828,31-10-2023,3,830541.88,INR,E109
21829,30-09-2023,2,149.43,INR,E148
21830,31-05-2023,5,109.9181,%,E111
21831,31-08-2023,3,660885.29,INR,E102
21832,31-08-2023,2,-114.97,INR,E145
21833,31-01-2025,2,-82.36,INR,E145
21834,31-01-2023,1,4998.63,INR,E102
21835,31-07-2023,1,4111.77,INR,E109
21836,31-05-2024,4,2.475,x,E139
21837,30-06-2024,2,115.87,INR,E143
21838,30-09-2023,2,-56.24,INR,E143
21839,30-11-2023,2,-66.15,INR,E104
21840,31-03-2025,5,114.7716,%,E132
21841,30-04-2023,5,113.3374,%,E146
21842,30-11-2023,2,197,INR,E115
21843,31-08-2024,2,-21,INR,E121
21844,30-04-2023,4,1.7956,x,E141
21845,29-02-2024,4,2.2749,x,E112
21846,30-09-2023,5,122.0884,%,E148
21847,30-09-2023,5,113.4086,%,E127
21848,28-02-2025,4,2.1678,x,E125
21849,28-02-2023,3,529402.27,INR,E150
21850,31-01-2025,5,115.5893,%,E139
21851,31-03-2024,4,1.545,x,E138
21852,31-07-2023,3,514595.42,INR,E125
21853,31-05-2025,1,3451.7,INR,E118
21854,30-06-2024,1,2213.34,INR,E113
21855,30-09-2024,1,3970.15,INR,E130
21856,31-08-2024,1,4584.33,INR,E104
21857,31-08-2023,4,1.6394,x,E116
21858,28-02-2023,4,2.2245,x,E109
21859,31-07-2023,4,2.0145,x,E108
21860,29-02-2024,3,556059.63,INR,E131
21861,29-02-2024,2,90.96,INR,E105
21862,31-12-2024,4,2.1095,x,E150
21863,29-02-2024,2,9.39,INR,E112
21864,31-05-2023,5,123.5294,%,E119
21865,28-02-2025,3,760539.85,INR,E139
21866,31-07-2024,5,124.8103,%,E131
21867,30-04-2025,4,2.0092,x,E130
21868,30-06-2024,2,-230.49,INR,E147
21869,30-11-2024,2,-17.72,INR,E120
21870,31-05-2024,2,-190.6,INR,E110
21871,30-09-2023,1,3388.53,INR,E128
21872,31-08-2024,2,115.88,INR,E111
21873,30-06-2023,2,-18.94,INR,E111
21874,30-04-2025,5,106.9541,%,E115
21875,31-05-2024,2,-18.82,INR,E147
21876,31-07-2023,1,1325.82,INR,E133
21877,30-06-2023,3,841062.98,INR,E147
21878,31-07-2023,2,174.22,INR,E122
21879,31-01-2023,5,124.2476,%,E125
21880,30-04-2024,2,-210.72,INR,E144
21881,31-01-2025,1,3129.68,INR,E138
21882,30-06-2025,3,783768.68,INR,E103
21883,30-09-2023,1,4689.91,INR,E120
21884,30-06-2023,1,3509.11,INR,E120
21885,30-06-2025,3,572754.82,INR,E111
21886,31-07-2024,2,-38.19,INR,E110
21887,28-02-2025,3,827381.26,INR,E124
21888,31-03-2024,4,2.2003,x,E144
21889,31-05-2024,1,4452.3,INR,E143
21890,31-08-2023,5,108.6101,%,E137
21891,31-05-2025,2,270.93,INR,E145
21892,28-02-2023,3,529569.71,INR,E118
21893,30-06-2025,4,2.4838,x,E111
21894,30-11-2024,5,122.1553,%,E113
21895,30-09-2024,2,96.16,INR,E130
21896,30-04-2023,3,867497.75,INR,E123
21897,30-04-2025,2,-256.38,INR,E122
21898,31-03-2025,5,105.8296,%,E147
21899,31-07-2023,2,-238.94,INR,E146
21900,31-03-2024,5,106.7472,%,E133
21901,31-12-2023,5,115.9476,%,E140
21902,31-12-2024,1,1861.78,INR,E140
21903,30-11-2023,1,4440.82,INR,E116
21904,31-07-2024,1,2782.99,INR,E141
21905,30-11-2023,3,847755.24,INR,E136
21906,31-12-2023,4,2.1529,x,E137
21907,28-02-2023,3,659926.52,INR,E133
21908,31-12-2023,2,-154.1,INR,E131
21909,31-08-2023,2,-94.53,INR,E112
21910,31-01-2023,2,178,INR,E101
21911,31-01-2023,4,2.0863,x,E136
21912,30-04-2025,4,1.7535,x,E105
21913,29-02-2024,5,121.3569,%,E139
21914,31-05-2024,3,527379.69,INR,E120
21915,31-10-2024,4,2.1992,x,E130
21916,31-03-2024,3,719550.4,INR,E147
21917,30-06-2023,3,865645.19,INR,E148
21918,30-04-2023,5,123.5492,%,E118
21919,31-08-2023,5,120.0007,%,E148
21920,30-09-2024,3,720982.68,INR,E125
21921,28-02-2023,3,575487.84,INR,E136
21922,31-07-2024,4,2.3064,x,E109
21923,31-03-2024,2,-23.58,INR,E143
21924,31-12-2024,1,1301.25,INR,E112
21925,31-03-2025,3,859527.7,INR,E109
21926,28-02-2025,3,645925.98,INR,E141
21927,31-05-2025,3,524444.11,INR,E141
21928,28-02-2025,1,4611,INR,E108
21929,31-05-2025,1,2932.4,INR,E149
21930,31-12-2023,3,640480.53,INR,E148
21931,30-06-2023,4,2.2164,x,E142
21932,31-03-2023,3,942951.19,INR,E110
21933,31-10-2024,4,1.5003,x,E127
21934,29-02-2024,4,2.1879,x,E142
21935,31-01-2023,5,120.3402,%,E142
21936,31-03-2025,5,109.1985,%,E117
21937,31-12-2024,1,2958.5,INR,E121
21938,31-01-2024,5,106.7857,%,E120
21939,28-02-2023,4,2.2467,x,E116
21940,29-02-2024,2,208.47,INR,E118
21941,31-03-2025,2,-235.09,INR,E119
21942,31-01-2025,3,908230.13,INR,E113
21943,31-01-2023,2,162.94,INR,E128
21944,30-09-2023,3,673456.66,INR,E147
21945,31-05-2023,2,114.17,INR,E127
21946,31-10-2023,1,1000.19,INR,E115
21947,30-04-2025,3,965898.83,INR,E104
21948,30-04-2024,2,30.23,INR,E105
21949,31-05-2023,3,810169.43,INR,E146
21950,31-07-2023,3,832329.71,INR,E108
21951,31-08-2024,1,3245.48,INR,E105
21952,31-10-2024,3,928381.94,INR,E127
21953,31-08-2023,5,117.194,%,E142
21954,31-08-2024,1,4631.04,INR,E148
21955,31-08-2023,3,791165.81,INR,E147
21956,31-12-2024,1,1684.49,INR,E112
21957,31-12-2023,2,248.14,INR,E111
21958,30-09-2023,4,2.1816,x,E138
21959,31-10-2023,4,2.1992,x,E129
21960,31-03-2024,5,124.7096,%,E104
21961,31-03-2024,4,1.5752,x,E142
21962,31-10-2023,4,1.9286,x,E119
21963,31-05-2024,2,-156.54,INR,E127
21964,28-02-2023,2,78.26,INR,E130
21965,31-03-2024,1,4227.25,INR,E134
21966,31-12-2024,1,4865.24,INR,E103
21967,31-12-2024,1,2818.38,INR,E103
21968,31-05-2023,1,4144.87,INR,E119
21969,31-05-2024,3,958525.8,INR,E150
21970,31-12-2023,1,3733.3,INR,E126
21971,30-09-2024,5,109.8547,%,E120
21972,30-04-2023,2,64.71,INR,E108
21973,30-04-2024,5,124.399,%,E120
21974,30-09-2024,5,124.7511,%,E102
21975,30-09-2023,1,3569.44,INR,E117
21976,31-03-2023,5,122.7398,%,E104
21977,31-03-2024,1,1801.4,INR,E111
21978,30-11-2024,2,-152.35,INR,E105
21979,30-06-2025,3,976443.81,INR,E137
21980,31-01-2023,2,-218.86,INR,E119
21981,31-08-2024,5,108.8221,%,E114
21982,30-11-2024,1,2682.19,INR,E127
21983,28-02-2023,3,794792.14,INR,E117
21984,31-05-2023,1,3415.27,INR,E105
21985,31-03-2024,1,2167.9,INR,E103
21986,31-10-2024,3,960306.95,INR,E114
21987,31-01-2023,1,4660.4,INR,E123
21988,28-02-2025,3,696034.03,INR,E101
21989,31-03-2023,2,-39.42,INR,E124
21990,31-05-2024,5,119.0499,%,E130
21991,30-11-2023,5,118.2599,%,E103
21992,29-02-2024,4,1.8823,x,E101
21993,31-03-2024,4,1.9142,x,E123
21994,30-09-2023,1,2392.16,INR,E108
21995,31-05-2024,3,617692.5,INR,E115
21996,30-06-2025,3,729069.18,INR,E105
21997,31-01-2024,3,843217.07,INR,E102
21998,31-12-2023,5,119.8393,%,E108
21999,31-12-2024,3,889436.82,INR,E109
22000,30-04-2024,4,1.8747,x,E104
22001,31-03-2023,2,158.78,INR,E122
22002,30-06-2024,2,-296.09,INR,E125
22003,30-04-2023,1,2908.2,INR,E122
22004,30-04-2023,1,4175.62,INR,E106
22005,30-06-2023,4,2.13,x,E147
22006,30-04-2025,4,1.9741,x,E107
22007,31-07-2023,3,822321,INR,E149
22008,31-08-2024,3,953473,INR,E113
22009,30-04-2023,3,783190.9,INR,E103
22010,30-04-2023,4,2.2998,x,E142
22011,30-11-2023,4,2.4807,x,E101
22012,30-11-2024,3,852784.1,INR,E132
22013,30-11-2023,2,44,INR,E123
22014,30-04-2023,2,-277.51,INR,E145
22015,30-04-2024,1,2497.91,INR,E113
22016,31-05-2025,4,2.0654,x,E105
22017,31-05-2023,2,178.32,INR,E101
22018,31-05-2023,4,1.9381,x,E121
22019,30-06-2024,1,4840.23,INR,E142
22020,30-11-2023,3,635896.88,INR,E147
22021,31-10-2023,2,146.74,INR,E102
22022,31-05-2024,5,113.3806,%,E128
22023,31-12-2024,1,2943.95,INR,E140
22024,31-10-2024,4,2.3025,x,E138
22025,30-11-2023,2,-122.27,INR,E150
22026,31-03-2025,2,-241.91,INR,E116
22027,28-02-2023,4,2.0203,x,E107
22028,30-06-2025,1,3115.18,INR,E138
22029,31-07-2024,5,120.9434,%,E116
22030,31-03-2025,1,4873.28,INR,E138
22031,31-01-2025,1,1221.2,INR,E146
22032,31-01-2025,3,795844.74,INR,E104
22033,28-02-2025,1,3725.11,INR,E139
22034,31-10-2024,5,124.716,%,E133
22035,30-06-2023,1,4770.36,INR,E147
22036,31-03-2024,5,119.249,%,E146
22037,28-02-2025,1,3087.16,INR,E138
22038,31-10-2024,2,-203.09,INR,E145
22039,31-05-2024,2,-69.49,INR,E134
22040,30-04-2025,4,2.0851,x,E120
22041,30-11-2023,1,3900.8,INR,E146
22042,30-04-2025,5,117.708,%,E117
22043,31-05-2023,5,119.2825,%,E123
22044,30-09-2024,3,714576.25,INR,E113
22045,30-11-2024,3,863813.65,INR,E122
22046,31-05-2023,1,1574.97,INR,E126
22047,30-09-2023,4,1.6626,x,E142
22048,30-04-2024,2,-202.3,INR,E116
22049,30-06-2025,5,122.8173,%,E146
22050,30-09-2024,4,1.576,x,E139
22051,31-03-2025,4,2.3015,x,E128
22052,30-06-2024,3,616785.45,INR,E105
22053,28-02-2023,1,2873.72,INR,E122
22054,31-01-2025,1,4663.83,INR,E111
22055,30-09-2024,5,116.7187,%,E147
22056,30-11-2024,2,-173.93,INR,E130
22057,31-03-2025,2,-129.55,INR,E118
22058,31-01-2023,2,252.27,INR,E148
22059,30-04-2024,4,1.9271,x,E131
22060,31-08-2024,4,2.087,x,E134
22061,31-10-2024,2,-24.04,INR,E125
22062,31-03-2024,4,1.8784,x,E133
22063,31-01-2023,1,1893.12,INR,E132
22064,31-05-2024,1,3744.77,INR,E145
22065,30-09-2023,2,130.95,INR,E104
22066,31-08-2024,5,110.4977,%,E115
22067,31-03-2023,3,894505.42,INR,E146
22068,31-07-2023,2,212.72,INR,E148
22069,31-12-2023,1,4682.7,INR,E130
22070,30-06-2023,5,108.2242,%,E104
22071,30-06-2023,5,111.0785,%,E143
22072,28-02-2025,2,216.21,INR,E128
22073,31-03-2023,4,1.6985,x,E146
22074,30-09-2024,4,1.5035,x,E111
22075,31-03-2023,1,4483.31,INR,E129
22076,31-07-2024,2,-104.13,INR,E121
22077,31-10-2024,1,2657.99,INR,E109
22078,30-09-2024,4,1.9463,x,E126
22079,31-05-2025,1,4393.1,INR,E144
22080,30-06-2025,5,111.7578,%,E127
22081,29-02-2024,5,122.8456,%,E150
22082,31-03-2023,1,3467.76,INR,E102
22083,30-09-2023,5,115.5457,%,E101
22084,31-08-2024,2,-104.63,INR,E102
22085,30-06-2023,5,109.8742,%,E143
22086,31-01-2024,4,2.1241,x,E131
22087,31-01-2025,2,-31.86,INR,E127
22088,31-01-2025,1,4642.06,INR,E134
