comparision_id,reporting_date,metric_id,current_value,prior_period_value,prior_year_value,mom_change_per,yoy_change_per,narrative_status
339,31-12-2023,3,50175757.26,48491746.03,52220511.08,3.47,-3.92,Minor Decline
340,30-09-2024,3,86169914.45,83910231.85,84944595.85,2.69,1.44,Stable
341,30-06-2024,3,89511326.8,87907819.27,93440171.97,1.82,-4.2,Minor Decline
342,31-03-2025,5,121.32,119.69,135.09,1.36,-10.19,Major Decline
343,30-06-2025,4,2.27,2.23,2.43,1.79,-6.58,Minor Decline
344,31-12-2024,3,92098906.46,93274089.85,90664433.09,-1.26,1.58,Stable
345,31-12-2024,3,67157980.32,65684243.26,65561450.78,2.24,2.44,Minor Growth
346,31-03-2024,5,114.41,120.17,110.85,-4.79,3.21,Minor Growth
347,31-03-2023,3,81117606.47,83788487.21,85414578.15,-3.19,-5.03,Minor Decline
348,31-03-2024,5,122.58,121.98,125.01,0.49,-1.94,Stable
349,31-12-2023,3,96798086.93,93869858.81,110092706.3,3.12,-12.08,Major Decline
350,31-12-2024,1,4435709.49,4596716.11,4915236.52,-3.5,-9.76,Minor Decline
351,30-09-2024,5,106.51,106.71,102.08,-0.19,4.34,Minor Growth
352,31-12-2023,3,87685773.05,92041882.82,97066428.07,-4.73,-9.66,Minor Decline
353,30-06-2024,3,81061134.62,80854280.91,93668311.38,0.26,-13.46,Major Decline
354,30-09-2023,3,96770497.08,94331918.91,101051135.2,2.59,-4.24,Minor Decline
355,30-06-2025,5,115.73,117.2,117.3,-1.25,-1.34,Stable
356,30-06-2024,2,57.71,58.3,55.69,-1.01,3.63,Minor Growth
357,30-06-2024,2,-20.91,-20.59,-22.52,1.55,-7.15,Minor Decline
358,31-12-2023,2,-197.28,-207.37,-191.42,-4.87,3.06,Minor Growth
359,30-06-2024,5,124.62,125.62,136.38,-0.8,-8.62,Minor Decline
360,31-03-2024,4,1.51,1.51,1.32,0,14.39,Strong Growth
361,31-12-2023,4,2.48,2.58,2.27,-3.88,9.25,Minor Growth
362,30-06-2025,4,1.67,1.62,1.51,3.09,10.6,Strong Growth
363,31-03-2024,2,-295.36,-303.33,-340.68,-2.63,-13.3,Major Decline
364,31-12-2023,2,-0.65,-0.68,-0.63,-4.41,3.17,Minor Growth
365,31-12-2024,3,77916489.6,78867687.86,78819722.37,-1.21,-1.15,Stable
366,31-03-2023,5,124.8,129.09,116.71,-3.32,6.93,Minor Growth
367,30-06-2023,5,117.91,116.01,123.63,1.64,-4.63,Minor Decline
368,30-06-2025,4,1.72,1.69,1.53,1.78,12.42,Strong Growth
369,30-06-2025,5,124.52,124.76,127.36,-0.19,-2.23,Minor Decline
370,30-06-2025,3,67447116.85,65419280.31,72788337.44,3.1,-7.34,Minor Decline
371,30-06-2024,5,115.26,117.07,103.58,-1.55,11.28,Strong Growth
372,31-03-2024,3,64133708.02,62959588.47,62470460.17,1.86,2.66,Minor Growth
373,30-09-2023,2,-102.98,-105.57,-94.38,-2.45,9.11,Minor Growth
374,30-09-2023,2,6.3,6.23,5.53,1.12,13.92,Strong Growth
375,31-03-2025,4,1.9,1.84,1.82,3.26,4.4,Minor Growth
376,30-09-2024,3,79676736.27,83391306.75,70905236.43,-4.45,12.37,Strong Growth
377,31-03-2023,4,1.73,1.73,1.61,0,7.45,Minor Growth
378,30-06-2024,5,115.45,121.47,101.74,-4.96,13.48,Strong Growth
379,31-03-2024,5,105.41,109.92,114.92,-4.1,-8.28,Minor Decline
380,30-06-2024,4,2.1,2.01,1.86,4.48,12.9,Strong Growth
381,31-03-2025,5,118.03,115.24,110.98,2.42,6.35,Minor Growth
382,30-06-2023,3,84347367.43,81792222.01,88603257.42,3.12,-4.8,Minor Decline
383,31-12-2023,5,109.42,111.11,126.56,-1.52,-13.54,Major Decline
384,31-03-2024,3,98351820.93,96051344.8,107602393,2.4,-8.6,Minor Decline
385,31-12-2023,1,2023162.64,1928178.91,1872549.39,4.93,8.04,Minor Growth
386,30-06-2024,3,71282968.53,73437245.49,82682538.27,-2.93,-13.79,Major Decline
387,31-03-2025,4,2.17,2.11,2.46,2.84,-11.79,Major Decline
388,30-06-2023,1,1009559.42,1024161.37,961270.49,-1.43,5.02,Minor Growth
389,30-06-2023,1,4695184.1,4523500.71,4443848.95,3.8,5.66,Minor Growth
390,30-06-2024,4,2.31,2.34,2.5,-1.28,-7.6,Minor Decline
391,30-09-2024,2,-225.47,-232.88,-197.98,-3.18,13.89,Strong Growth
392,30-06-2024,4,2.43,2.55,2.45,-4.71,-0.82,Stable
393,31-12-2024,4,1.87,1.84,1.97,1.63,-5.08,Minor Decline
394,30-06-2023,4,1.78,1.73,1.57,2.89,13.38,Strong Growth
395,31-03-2025,1,1811182.91,1860429.38,1856224.24,-2.65,-2.43,Minor Decline
396,31-12-2024,4,2.21,2.29,2.23,-3.49,-0.9,Stable
397,30-09-2023,5,121.82,125.15,140.95,-2.66,-13.57,Major Decline
398,31-03-2023,4,2.41,2.34,2.27,2.99,6.17,Minor Growth
399,31-12-2024,5,106.75,102.65,113.37,3.99,-5.84,Minor Decline
400,31-12-2024,3,60574560.69,60650380.95,53756138.85,-0.13,12.68,Strong Growth
401,31-12-2023,1,4978217.6,4922052.64,4379718.26,1.14,13.67,Strong Growth
402,30-06-2025,3,72666716.45,76253169.78,77910440.9,-4.7,-6.73,Minor Decline
403,30-09-2023,5,111.04,107.99,125.15,2.82,-11.27,Major Decline
404,31-12-2023,5,108.5,107.27,122.02,1.15,-11.08,Major Decline
405,31-03-2023,3,74775834.37,78421932.01,71170063.59,-4.65,5.07,Minor Growth
406,30-06-2023,5,123.17,118.72,141.24,3.75,-12.79,Major Decline
407,31-03-2024,2,54.6,56.85,63.04,-3.96,-13.39,Major Decline
408,31-03-2025,4,2.11,2.09,2.4,0.96,-12.08,Major Decline
409,30-06-2024,3,67992895.6,69262813.16,71365697.78,-1.83,-4.73,Minor Decline
410,30-06-2024,2,-100.09,-96.94,-104.69,3.25,-4.39,Minor Decline
411,31-12-2023,1,2321737.8,2436339.01,2135673.16,-4.7,8.71,Minor Growth
412,31-12-2024,1,3639514.39,3698154.65,3692868.98,-1.59,-1.44,Stable
413,30-06-2023,4,2.29,2.33,2.31,-1.72,-0.87,Stable
414,31-12-2023,4,1.52,1.46,1.58,4.11,-3.8,Minor Decline
415,31-03-2025,1,2185733.77,2162140.85,2168366.6,1.09,0.8,Stable
416,30-06-2025,5,113.02,108.44,117.86,4.22,-4.11,Minor Decline
417,30-09-2024,5,124.97,121.46,111.48,2.89,12.1,Strong Growth
418,30-09-2024,1,2131027.46,2226723.49,2183968.81,-4.3,-2.42,Minor Decline
419,31-12-2024,3,65669247.18,68686872.92,75356727.7,-4.39,-12.86,Major Decline
420,31-03-2024,4,1.67,1.69,1.48,-1.18,12.84,Strong Growth
421,30-09-2024,3,82888513.42,83739196.81,76057082.56,-1.02,8.98,Minor Growth
422,31-03-2024,2,41.1,41.44,46.01,-0.82,-10.67,Major Decline
423,31-03-2025,5,123.54,122.03,125.83,1.24,-1.82,Stable
424,30-09-2024,5,113.77,110.83,125.87,2.65,-9.61,Minor Decline
425,31-12-2023,5,113.35,118.53,129.69,-4.37,-12.6,Major Decline
426,31-03-2024,3,76314820.48,77235429.82,71599727.53,-1.19,6.59,Minor Growth
427,30-09-2024,2,292.04,281.91,297.22,3.59,-1.74,Stable
428,30-06-2024,2,-73.29,-72.67,-83.52,0.85,-12.25,Major Decline
429,30-06-2023,4,2.49,2.38,2.21,4.62,12.67,Strong Growth
430,30-06-2024,1,3648801.83,3647663.71,3435760.97,0.03,6.2,Minor Growth
431,31-03-2025,3,65719675.25,63483597.76,73810373.55,3.52,-10.96,Major Decline
432,31-12-2023,1,4213901.42,4064537.82,4676657.13,3.67,-9.9,Minor Decline
433,30-06-2024,1,2914282.36,2804445.54,2561359.19,3.92,13.78,Strong Growth
434,30-06-2024,4,2.31,2.21,2.04,4.52,13.24,Strong Growth
435,31-12-2024,3,98985980.65,99850714.61,105744902,-0.87,-6.39,Minor Decline
436,31-12-2024,5,117.66,121.44,115.68,-3.11,1.71,Stable
437,30-06-2025,5,116.59,113.12,121.63,3.07,-4.14,Minor Decline
438,30-06-2023,5,117.04,112.5,119.85,4.04,-2.34,Minor Decline
439,30-06-2023,1,3286893.22,3195074.42,3553809.85,2.87,-7.51,Minor Decline
440,31-03-2024,4,1.6,1.57,1.66,1.91,-3.61,Minor Decline
441,30-06-2023,3,69080211.3,66231634.99,71043682.01,4.3,-2.76,Minor Decline
442,30-09-2024,1,4814712.59,5011999.25,5052730.95,-3.94,-4.71,Minor Decline
443,31-12-2023,4,2.19,2.28,2.27,-3.95,-3.52,Minor Decline
444,30-09-2023,1,4406981.16,4294565.06,4715208.19,2.62,-6.54,Minor Decline
445,30-09-2024,1,2425810.78,2424578.46,2268413.8,0.05,6.94,Minor Growth
446,30-09-2024,3,57593777.14,57434949.83,66047270.45,0.28,-12.8,Major Decline
447,31-03-2023,2,-61.31,-63.26,-65.04,-3.08,-5.73,Minor Decline
448,31-03-2025,2,-101.11,-98.45,-108.77,2.7,-7.04,Minor Decline
449,31-03-2023,2,98.26,97.93,90.04,0.34,9.13,Minor Growth
450,30-06-2023,3,66078458.97,62963903.86,70391195.77,4.95,-6.13,Minor Decline
451,31-12-2024,1,3318186.59,3274886.71,3280621.82,1.32,1.15,Stable
452,31-03-2023,5,122.18,127.1,118.72,-3.87,2.91,Minor Growth
453,30-06-2024,4,2.01,2.03,2.11,-0.99,-4.74,Minor Decline
454,31-03-2023,4,1.65,1.63,1.86,1.23,-11.29,Major Decline
455,31-03-2024,5,121.59,122.23,117.86,-0.52,3.16,Minor Growth
456,30-09-2023,3,53890279.08,56174368.65,58527399.85,-4.07,-7.92,Minor Decline
457,30-09-2023,4,2.28,2.28,2.42,0,-5.79,Minor Decline
458,30-06-2024,5,121.99,125.87,131.48,-3.08,-7.22,Minor Decline
459,30-06-2025,4,2.28,2.39,2.49,-4.6,-8.43,Minor Decline
460,30-09-2024,2,12.8,12.29,13.77,4.15,-7.04,Minor Decline
461,30-06-2024,1,1852384.55,1768400.31,1838860.81,4.75,0.74,Stable
462,30-09-2024,2,-262.49,-268.49,-259.87,-2.23,1.01,Stable
463,31-03-2025,4,1.57,1.54,1.56,1.95,0.64,Stable
464,30-09-2023,4,2.21,2.25,2.26,-1.78,-2.21,Minor Decline
465,30-06-2023,2,256.88,264.53,298.05,-2.89,-13.81,Major Decline
466,31-03-2025,4,2.48,2.61,2.22,-4.98,11.71,Strong Growth
467,30-09-2023,4,2.33,2.33,2.19,0,6.39,Minor Growth
468,30-06-2025,4,1.61,1.57,1.48,2.55,8.78,Minor Growth
469,30-09-2023,4,1.55,1.55,1.37,0,13.14,Strong Growth
470,31-03-2024,2,270.69,258.18,258.54,4.85,4.7,Minor Growth
471,30-06-2025,3,57055783.52,57557165.11,53418966.34,-0.87,6.81,Minor Growth
472,30-09-2024,2,-129.7,-125.8,-117.01,3.1,10.85,Strong Growth
473,30-09-2023,5,120.27,122.2,112.15,-1.58,7.24,Minor Growth
474,30-09-2024,2,-256.63,-260.93,-237.69,-1.65,7.97,Minor Growth
475,30-06-2023,4,2.29,2.33,2.01,-1.72,13.93,Strong Growth
476,31-03-2025,4,1.77,1.74,1.59,1.72,11.32,Strong Growth
477,31-12-2024,5,116.03,117.05,127.03,-0.87,-8.66,Minor Decline
478,30-09-2024,2,-182.14,-188.57,-185.31,-3.41,-1.71,Stable
479,30-06-2024,4,2.05,1.98,2.24,3.54,-8.48,Minor Decline
480,31-03-2025,1,4020830.53,3944268.13,3864861.42,1.94,4.04,Minor Growth
481,30-06-2024,5,111.79,113.86,103.73,-1.82,7.77,Minor Growth
482,30-06-2025,5,110.49,112.4,96.96,-1.7,13.95,Strong Growth
483,30-06-2024,3,99923218.66,105163376.7,94621642.2,-4.98,5.6,Minor Growth
484,30-09-2024,1,3142002.01,3154566.53,3368728.05,-0.4,-6.73,Minor Decline
485,30-06-2024,3,75357559.5,75686224.84,77656715.62,-0.43,-2.96,Minor Decline
486,30-09-2023,1,4399266.89,4502534.65,4274275.04,-2.29,2.92,Minor Growth
487,31-03-2024,4,2.36,2.25,2.29,4.89,3.06,Minor Growth
488,31-12-2024,1,3080145.28,2978715.56,3397716.29,3.41,-9.35,Minor Decline
489,30-09-2023,4,2.13,2.23,2.03,-4.48,4.93,Minor Growth
490,31-12-2024,3,89790461.31,93893503.65,81293194.66,-4.37,10.45,Strong Growth
491,30-09-2023,4,1.62,1.67,1.47,-2.99,10.2,Strong Growth
492,31-03-2025,2,-225.18,-221.33,-239.95,1.74,-6.16,Minor Decline
493,30-06-2023,1,1993460.25,1963970.35,2260085.99,1.5,-11.8,Major Decline
494,30-09-2023,2,44.77,42.95,40.5,4.24,10.54,Strong Growth
495,31-12-2024,1,4404461.34,4493007.95,4153644.29,-1.97,6.04,Minor Growth
496,31-03-2025,1,4120432.59,3961419.43,4434196.95,4.01,-7.08,Minor Decline
497,30-09-2024,4,2.26,2.32,2.63,-2.59,-14.07,Major Decline
498,31-03-2025,3,74091730.97,72172713.73,81035601.95,2.66,-8.57,Minor Decline
499,30-06-2024,1,1194379.97,1209646.87,1311261.56,-1.26,-8.91,Minor Decline
500,30-06-2023,4,1.88,1.8,1.75,4.44,7.43,Minor Growth
501,31-03-2024,2,-76.23,-77.59,-67.68,-1.75,12.63,Strong Growth
502,30-09-2023,4,2.39,2.37,2.5,0.84,-4.4,Minor Decline
503,31-03-2025,5,120.85,118.9,118.55,1.64,1.94,Stable
504,31-03-2024,4,2.24,2.32,1.98,-3.45,13.13,Strong Growth
505,31-03-2024,2,283.75,287.94,250.21,-1.46,13.4,Strong Growth
506,30-06-2024,4,2.3,2.2,2.04,4.55,12.75,Strong Growth
507,30-06-2023,3,60045095.24,61521449.37,64691342.56,-2.4,-7.18,Minor Decline
508,30-09-2023,3,54714863.31,55280449.02,57066782.4,-1.02,-4.12,Minor Decline
509,31-03-2025,2,-93.62,-95.06,-107.78,-1.51,-13.14,Major Decline
510,30-06-2024,5,108.72,110.99,97.36,-2.05,11.67,Strong Growth
511,31-12-2024,1,4706117.29,4809419.05,4447085.01,-2.15,5.82,Minor Growth
512,30-09-2023,4,2.35,2.35,2.18,0,7.8,Minor Growth
513,31-03-2023,5,124.52,128.87,142.94,-3.38,-12.89,Major Decline
514,31-12-2024,4,2.14,2.14,2.28,0,-6.14,Minor Decline
515,30-06-2024,4,2.42,2.34,2.6,3.42,-6.92,Minor Decline
516,31-03-2025,1,4096773.48,3966511.45,4323320.46,3.28,-5.24,Minor Decline
517,31-03-2024,3,54957462.33,53096850.74,62520115.57,3.5,-12.1,Major Decline
518,30-09-2023,5,114.57,118.18,101.55,-3.05,12.82,Strong Growth
519,31-03-2025,3,55355981.39,57561144.94,52197072.67,-3.83,6.05,Minor Growth
520,30-09-2024,3,60277789.71,62578415.73,66941270.17,-3.68,-9.95,Minor Decline
521,31-03-2024,1,3383585.37,3480114.74,3512962.35,-2.77,-3.68,Minor Decline
522,30-09-2024,5,121.99,126.08,111.11,-3.24,9.79,Minor Growth
523,31-03-2024,2,165.24,159.94,173.19,3.31,-4.59,Minor Decline
524,31-03-2024,4,1.97,1.93,2.29,2.07,-13.97,Major Decline
525,31-12-2023,4,2.16,2.25,2.31,-4,-6.49,Minor Decline
526,31-12-2023,5,121.2,119.58,116.93,1.35,3.65,Minor Growth
527,31-03-2025,2,-163.85,-161.14,-184.2,1.68,-11.05,Major Decline
528,30-06-2024,2,278.88,285.95,253.98,-2.47,9.8,Minor Growth
529,31-03-2025,5,123.4,127.59,144.68,-3.28,-14.71,Major Decline
530,31-12-2023,4,2.37,2.31,2.64,2.6,-10.23,Major Decline
531,30-06-2025,1,4321510.33,4191380.65,4372306.73,3.1,-1.16,Stable
532,30-06-2024,3,97341169.84,96548417.54,99038287.63,0.82,-1.71,Stable
533,31-12-2023,4,1.51,1.44,1.7,4.86,-11.18,Major Decline
534,30-06-2025,5,110.92,108.43,130.25,2.3,-14.84,Major Decline
535,31-03-2023,3,77129444.16,79853177.5,90024404.08,-3.41,-14.32,Major Decline
536,31-12-2024,3,82083293.09,81246629.69,76692685.87,1.03,7.03,Minor Growth
537,30-09-2024,2,70.93,71.34,71.39,-0.57,-0.64,Stable
538,31-12-2024,1,1880491.61,1962172.42,1696803.59,-4.16,10.83,Strong Growth
539,31-03-2023,2,114.79,119.29,123.53,-3.77,-7.08,Minor Decline
540,30-09-2023,4,2.36,2.26,2.17,4.42,8.76,Minor Growth
541,30-06-2023,2,41.97,40.48,40.43,3.68,3.81,Minor Growth
542,31-03-2024,2,119.65,115.86,125.13,3.27,-4.38,Minor Decline
543,30-09-2023,1,4138154.18,4263083.69,4556056.1,-2.93,-9.17,Minor Decline
544,30-06-2023,4,2.31,2.3,2.37,0.43,-2.53,Minor Decline
545,30-06-2024,3,76172583.88,72698191.12,68117564.99,4.78,11.83,Strong Growth
546,30-06-2024,1,3030306.28,3016073.53,2929900.04,0.47,3.43,Minor Growth
547,30-09-2023,4,2.29,2.21,2.56,3.62,-10.55,Major Decline
548,31-03-2023,4,2.13,2.19,2.05,-2.74,3.9,Minor Growth
549,31-03-2024,5,108.43,105.19,103.44,3.08,4.82,Minor Growth
550,31-03-2024,2,219.6,210.26,194.31,4.44,13.02,Strong Growth
551,31-12-2023,1,1580653.79,1600367.07,1588710.82,-1.23,-0.51,Stable
552,31-12-2024,4,2.29,2.41,2.03,-4.98,12.81,Strong Growth
553,30-06-2024,2,-55.66,-54.94,-48.65,1.31,14.41,Strong Growth
554,31-12-2023,2,229.59,232.8,230.66,-1.38,-0.46,Stable
555,30-06-2024,3,88497212.06,86393059.38,83374675.96,2.44,6.14,Minor Growth
556,31-12-2024,3,50534636.06,52102847.58,55138515.42,-3.01,-8.35,Minor Decline
557,31-12-2024,2,-149.63,-155.93,-137.03,-4.04,9.2,Minor Growth
558,30-09-2023,1,2365186.4,2301752.86,2094090.88,2.76,12.95,Strong Growth
559,31-03-2023,1,2252096.89,2262556.3,2570142.29,-0.46,-12.37,Major Decline
560,31-03-2025,5,110.9,110.39,122.67,0.46,-9.59,Minor Decline
561,31-03-2024,4,2.04,2.08,1.78,-1.92,14.61,Strong Growth
562,30-06-2023,1,2502848.48,2623790.47,2523321.93,-4.61,-0.81,Stable
563,30-06-2024,2,-99.59,-100.9,-103.61,-1.3,-3.88,Minor Decline
564,30-06-2025,4,2.38,2.38,2.57,0,-7.39,Minor Decline
565,31-12-2024,5,120.85,121.54,135.24,-0.57,-10.64,Major Decline
566,30-06-2025,5,124.97,131.17,117.59,-4.73,6.28,Minor Growth
567,30-09-2024,2,208.53,211.62,232.42,-1.46,-10.28,Major Decline
568,30-06-2024,3,71827899.45,71953983.22,62463874.17,-0.18,14.99,Strong Growth
569,31-03-2023,3,50973283.6,50190888.24,46707291.65,1.56,9.13,Minor Growth
570,30-09-2024,3,80895205.43,79857604.15,72708696.37,1.3,11.26,Strong Growth
571,30-06-2025,5,116.3,112.03,127.37,3.81,-8.69,Minor Decline
572,31-12-2024,5,115.32,120.96,105.7,-4.66,9.1,Minor Growth
573,30-09-2024,3,88864227.83,88518651.86,91731105.82,0.39,-3.13,Minor Decline
574,31-03-2025,4,1.87,1.93,1.91,-3.11,-2.09,Minor Decline
575,30-09-2023,3,65195463.25,64692982.4,60035695.77,0.78,8.59,Minor Growth
576,30-06-2023,2,116.48,116.32,102.66,0.14,13.46,Strong Growth
577,30-06-2025,4,1.7,1.68,1.94,1.19,-12.37,Major Decline
578,31-03-2023,1,3692052.41,3610690.61,3403487.44,2.25,8.48,Minor Growth
579,31-12-2024,1,3655039.35,3798381.99,4233859.88,-3.77,-13.67,Major Decline
580,31-12-2023,1,3857046.44,3745347.94,4486021.02,2.98,-14.02,Major Decline
581,31-12-2024,2,-210.04,-204.11,-184.19,2.91,14.03,Strong Growth
582,30-09-2024,1,3082146.34,3192838.28,3256778.02,-3.47,-5.36,Minor Decline
583,30-09-2023,4,2.28,2.27,2.63,0.44,-13.31,Major Decline
584,30-06-2023,1,2233677.16,2178603.99,2356859.95,2.53,-5.23,Minor Decline
585,30-09-2023,3,71616390.1,68828496.84,62525610.56,4.05,14.54,Strong Growth
586,30-06-2023,1,4028809.99,4136301.81,4365173.53,-2.6,-7.71,Minor Decline
587,30-06-2023,4,1.8,1.86,1.99,-3.23,-9.55,Minor Decline
588,30-06-2025,4,1.76,1.73,1.7,1.73,3.53,Minor Growth
589,30-09-2024,4,1.84,1.9,1.77,-3.16,3.95,Minor Growth
590,31-03-2025,3,56543676.61,58617284.4,58593874.35,-3.54,-3.5,Minor Decline
591,31-03-2023,3,78368506.99,76619372.66,74205989.54,2.28,5.61,Minor Growth
592,30-09-2024,2,-72.93,-71.82,-79.84,1.55,-8.65,Minor Decline
593,31-12-2023,4,1.99,1.97,1.85,1.02,7.57,Minor Growth
594,30-06-2025,2,-252.25,-262.73,-289.23,-3.99,-12.79,Major Decline
595,30-06-2025,4,2.05,2.04,2.4,0.49,-14.58,Major Decline
596,31-12-2024,2,94.02,91.61,106.24,2.63,-11.5,Major Decline
597,30-09-2023,3,66866355.89,64605348.75,63310818.91,3.5,5.62,Minor Growth
598,31-12-2023,1,2218574.94,2166102.65,1987649.32,2.42,11.62,Strong Growth
599,30-06-2023,2,-114.41,-112.34,-130.3,1.84,-12.19,Major Decline
600,30-06-2024,2,-264.79,-262.53,-265.39,0.86,-0.23,Stable
601,31-03-2024,2,186.05,180.98,198.77,2.8,-6.4,Minor Decline
602,30-09-2023,4,2.01,1.96,2.16,2.55,-6.94,Minor Decline
603,31-12-2024,4,1.86,1.95,2.09,-4.62,-11,Major Decline
604,30-09-2023,3,80511017.64,80537182.46,89399351.74,-0.03,-9.94,Minor Decline
605,31-12-2023,1,1029124.81,1064351.31,957421.6,-3.31,7.49,Minor Growth
606,30-06-2024,2,-243.79,-246.19,-264.52,-0.97,-7.84,Minor Decline
607,31-03-2025,5,115.99,115.86,101.31,0.11,14.49,Strong Growth
608,30-06-2023,5,120.46,115.4,117.71,4.38,2.34,Minor Growth
609,31-12-2023,2,142.67,137.25,165.45,3.95,-13.77,Major Decline
610,30-06-2025,4,2.42,2.49,2.28,-2.81,6.14,Minor Growth
611,31-03-2023,4,2.27,2.36,2,-3.81,13.5,Strong Growth
612,31-03-2024,4,2.43,2.39,2.71,1.67,-10.33,Major Decline
613,31-03-2024,5,116.32,118.16,103.01,-1.56,12.92,Strong Growth
614,31-03-2023,4,1.91,1.87,1.83,2.14,4.37,Minor Growth
615,31-03-2023,2,-137.39,-136.9,-141.2,0.36,-2.7,Minor Decline
616,31-03-2024,3,68731388.72,66317399.2,77059389.04,3.64,-10.81,Major Decline
617,31-03-2023,4,1.91,2.01,2.06,-4.98,-7.28,Minor Decline
618,31-03-2024,2,73.05,76.19,78.43,-4.12,-6.86,Minor Decline
619,31-03-2024,1,4520915.28,4435820.56,5189972.09,1.92,-12.89,Major Decline
620,30-06-2024,1,4969519.25,4757732.78,5568045.38,4.45,-10.75,Major Decline
621,31-12-2024,3,96093422.04,95615880.44,85127749.66,0.5,12.88,Strong Growth
622,30-09-2024,3,98402538.47,96533992.07,104975100.8,1.94,-6.26,Minor Decline
623,30-09-2023,3,96232873.71,95530927.37,101035871.9,0.73,-4.75,Minor Decline
624,31-03-2025,5,114.2,115.28,101.01,-0.94,13.06,Strong Growth
625,30-09-2024,2,191.9,201.34,224.98,-4.69,-14.7,Major Decline
626,30-06-2025,2,-258.38,-255.56,-236.1,1.1,9.44,Minor Growth
627,31-03-2023,4,2.01,2,2.18,0.5,-7.8,Minor Decline
628,31-12-2023,4,1.96,2.01,2.1,-2.49,-6.67,Minor Decline
629,31-03-2025,5,112.82,118.17,99.27,-4.53,13.65,Strong Growth
630,30-06-2025,5,123.29,119.74,120.81,2.96,2.05,Minor Growth
631,30-09-2024,5,121.26,115.77,129.68,4.74,-6.49,Minor Decline
632,31-03-2025,1,2457100.57,2402081.88,2356118.22,2.29,4.29,Minor Growth
633,30-06-2025,2,194.89,197.92,206.63,-1.53,-5.68,Minor Decline
634,31-03-2025,1,3341668.46,3464355.92,3877219.2,-3.54,-13.81,Major Decline
635,31-03-2023,2,-153.52,-158.95,-180.19,-3.42,-14.8,Major Decline
636,31-12-2023,5,120.56,120.04,114.74,0.43,5.07,Minor Growth
637,30-06-2023,5,108.26,110.96,124.72,-2.43,-13.2,Major Decline
638,30-06-2024,5,124.95,130.11,142.46,-3.97,-12.29,Major Decline
639,30-06-2025,5,117.28,119.29,105.06,-1.68,11.63,Strong Growth
640,30-09-2024,2,198.91,191.85,185.8,3.68,7.06,Minor Growth
641,31-03-2023,1,1527158.9,1596843.27,1756588.97,-4.36,-13.06,Major Decline
642,31-03-2025,1,4207118.4,4142039.68,3676601.98,1.57,14.43,Strong Growth
643,31-03-2023,3,82175413.24,84288842.85,93716156.09,-2.51,-12.31,Major Decline
644,30-06-2025,2,-80.64,-83.14,-77.65,-3.01,3.85,Minor Growth
645,31-03-2023,5,106.92,104.08,100.97,2.73,5.89,Minor Growth
646,31-12-2023,1,3945431.58,3769949.13,3774925.68,4.65,4.52,Minor Growth
647,30-09-2024,2,173.13,180.62,152.82,-4.15,13.29,Strong Growth
648,31-12-2024,5,109.37,109.45,96.18,-0.07,13.71,Strong Growth
649,30-09-2024,1,1717454.16,1801114.68,1828792.4,-4.64,-6.09,Minor Decline
650,31-03-2023,4,1.66,1.63,1.78,1.84,-6.74,Minor Decline
651,31-12-2024,5,106.26,102.24,122.87,3.93,-13.52,Major Decline
652,30-09-2024,4,1.77,1.82,2.07,-2.75,-14.49,Major Decline
653,31-03-2025,3,58261635.37,56483265.73,67647100.59,3.15,-13.87,Major Decline
654,31-03-2023,1,1092909.11,1078455.52,1246650.35,1.34,-12.33,Major Decline
655,31-03-2024,5,112.43,118.32,117.27,-4.98,-4.13,Minor Decline
656,31-12-2023,3,65902089.2,65167646.81,65919971.97,1.13,-0.03,Stable
657,30-06-2023,5,118.57,113.62,108.92,4.36,8.86,Minor Growth
658,31-03-2025,1,4734202.9,4955087.96,4127099.55,-4.46,14.71,Strong Growth
659,31-03-2024,4,1.82,1.86,1.87,-2.15,-2.67,Minor Decline
660,31-12-2023,3,89165083.96,85290468.05,87737532.65,4.54,1.63,Stable
661,30-09-2024,3,57719368.53,59418412.48,59405812.7,-2.86,-2.84,Minor Decline
662,31-03-2023,3,68287860.02,70123194.38,61795139.53,-2.62,10.51,Strong Growth
663,30-06-2024,1,2120449.8,2100962.71,2133698.3,0.93,-0.62,Stable
664,31-12-2023,3,96173010.34,94948925,101274400.6,1.29,-5.04,Minor Decline
665,31-03-2024,4,2.14,2.18,2.44,-1.83,-12.3,Major Decline
666,31-12-2023,2,-8.88,-8.57,-7.91,3.62,12.26,Strong Growth
667,31-03-2025,4,2.04,2,1.97,2,3.55,Minor Growth
668,31-03-2024,5,121.22,126.23,124.92,-3.97,-2.96,Minor Decline
669,31-12-2024,2,-148.15,-155.84,-134.81,-4.93,9.9,Minor Growth
670,30-09-2023,5,107.68,109.62,97,-1.77,11.01,Strong Growth
671,31-12-2024,4,2.22,2.21,2.35,0.45,-5.53,Minor Decline
672,31-03-2024,1,3061288.7,3203445.49,2865867.4,-4.44,6.82,Minor Growth
673,31-03-2024,2,-157.61,-157.94,-179.44,-0.21,-12.17,Major Decline
674,31-03-2023,1,3843151.87,3696820.15,3894635.43,3.96,-1.32,Stable
675,31-03-2023,4,1.58,1.51,1.61,4.64,-1.86,Stable
676,31-03-2025,1,1321357.82,1363851.74,1491452.95,-3.12,-11.4,Major Decline
677,31-03-2024,3,59876266.82,62010762.48,53135342.67,-3.44,12.69,Strong Growth
